"","model_name","n_obs_below_0_3","n_obs_above_0_3","n_obs","pct_n_obs_below_0_3","pct_n_obs_above_0_3"
"1","Brown Bw",0,683.037974683544,4501.24050632911,0,0.151403773615548
"2","Brown Fw",0,553.776119402985,3740.5223880597,0,0.14814778218416
"3","Green Bw",0,47.0379746835443,4546.17721518987,0,0.0104452074517114
"4","Green Fw",0,45.7611940298507,3890.70149253731,0,0.0118980444347186
"5","Neutral Bw",0.544303797468354,107.050632911392,17469.0632911392,3.09412057706632e-05,0.00611579384762843
"6","Neutral Fw",0.462686567164179,99.5820895522388,14500.5970149254,3.16861481087958e-05,0.00682014569172296
