"","model_name","n_obs_below_0_3","n_obs_above_0_3","n_obs","pct_n_obs_below_0_3","pct_n_obs_above_0_3"
"1","Brown Bw",0.164556962025316,732.759493670886,4501.24050632911,3.38718991753291e-05,0.162339481872218
"2","Brown Fw",0.0746268656716418,591.134328358209,3740.5223880597,1.79121882171944e-05,0.158035196694058
"3","Green Bw",0,61.1518987341772,4546.17721518987,0,0.0135983286400652
"4","Green Fw",0,61.3731343283582,3890.70149253731,0,0.0159903491555539
"5","Neutral Bw",1.89873417721519,150.607594936709,17469.0632911392,0.000107681112532362,0.00859659131622811
"6","Neutral Fw",1.64179104477612,145.761194029851,14500.5970149254,0.000112731170072897,0.00997883813400218
