"","model_name","n_obs_below_0_3","n_obs_above_0_3","n_obs","pct_n_obs_below_0_3","pct_n_obs_above_0_3"
"1","Brown Bw",19.2739726027397,254.013698630137,26933.4931506849,0.000439102151383843,0.00819219018604054
"2","Brown Fw",6.9344262295082,117.655737704918,14332.7704918033,0.000518398100326171,0.00826796960408576
"3","Green Bw",0.452054794520548,431.178082191781,21125.2739726027,1.3969688768336e-05,0.0156629279520752
"4","Green Fw",0.131147540983607,88.1803278688525,12699.5081967213,1.26297402298749e-05,0.00733068316638424
"5","Neutral Bw",14.3835616438356,727.794520547945,88048.5068493151,0.000114203970906607,0.00923545856039145
"6","Neutral Fw",27.344262295082,639.672131147541,51007.1639344262,0.000588596000247924,0.0126332245739875
