"","model_name","n_obs_below_0_3","n_obs_above_0_3","n_obs","pct_n_obs_below_0_3","pct_n_obs_above_0_3"
"1","Brown Bw",171.333333333333,1009.22222222222,4446.77777777778,0.0387176751787699,0.22668753778057
"2","Brown Fw",135,825.826086956522,3684.73913043478,0.0366697276811663,0.224083021707652
"3","Green Bw",232,378.925925925926,4505.96296296296,0.0515951403315109,0.0842174376149576
"4","Green Fw",200.304347826087,337.739130434783,3846.91304347826,0.0518003225193436,0.0876829629309359
"5","Neutral Bw",1057.74074074074,1357.25925925926,17308.037037037,0.0611290050930211,0.0784487765804309
"6","Neutral Fw",860.478260869565,1096.08695652174,14254.9565217391,0.0605145514631473,0.0770174894790197
