"","model_name","n_obs_below_0_3","n_obs_above_0_3","n_obs","pct_n_obs_below_0_3","pct_n_obs_above_0_3"
"1","Brown Bw",52.3417721518987,370.79746835443,28233.8734177215,0.00119074907471688,0.0110659049499897
"2","Brown Fw",16.5820895522388,171.567164179104,15026.4925373134,0.00105215756293085,0.0112542477106542
"3","Green Bw",8.87341772151899,591.151898734177,21675.3670886076,0.000287063490577797,0.0211770963368135
"4","Green Fw",11.089552238806,189.850746268657,13397.8507462687,0.000666014655154885,0.0127134523984529
"5","Neutral Bw",42.7974683544304,901.924050632911,91610.1012658228,0.00033301123981718,0.0105897903988395
"6","Neutral Fw",62.1492537313433,807.865671641791,53904.5373134328,0.00125005529709659,0.0152563999040654
