"","model_name","n_obs_below_0_3","n_obs_above_0_3","n_obs","pct_n_obs_below_0_3","pct_n_obs_above_0_3"
"1","Brown Bw",1773.55555555556,2334.81481481481,28364.3333333333,0.0624385477231985,0.0821690497431781
"2","Brown Fw",978.304347826087,1242.86956521739,15226.8695652174,0.0644094577109725,0.0812496651099973
"3","Green Bw",1014.40740740741,1979.14814814815,21923.8148148148,0.0471502326968609,0.0828390745589885
"4","Green Fw",691.913043478261,1020.5652173913,13768.1304347826,0.0502698422936867,0.0728607691618839
"5","Neutral Bw",4916.96296296296,6758.51851851852,92084.1111111111,0.0531970122241308,0.0742810863320207
"6","Neutral Fw",2888.17391304348,4139.21739130435,54319.6086956522,0.0536873001681829,0.076692061617728
