"","top_10","top_10_alpha","bottom_10","bottom_10_alpha","benchmark_minus_20","top_10_pct","top_10_alpha_pct","bottom_10_pct","bottom_10_alpha_pct","benchmark_minus_20_pct"
"StdDev Sharpe (Rf=0%, p=95%):",0.393562313015596,0.410756590271605,0.233380149855129,0.211303044963154,0.422557379357215,0.456479036746195,0.447664009812297,0.391913650596535,0.229525697630734,0.392290445247364
"VaR Sharpe (Rf=0%, p=95%):",0.311971661118157,0.344751185763659,0.188575200885933,0.165314337808405,0.344362095020756,0.384965528864712,0.370121831016526,0.323887837782642,0.173625472814123,0.310103575570598
"ES Sharpe (Rf=0%, p=95%):",0.231153825954979,0.251444538155634,0.153089602434906,0.137854694285704,0.267246905641582,0.290418021946252,0.282711225145468,0.259268482552772,0.143391978869506,0.23766935755187
