"","top_10","top_10_alpha","bottom_10","bottom_10_alpha","benchmark_minus_20","top_10_pct","top_10_alpha_pct","bottom_10_pct","bottom_10_alpha_pct","benchmark_minus_20_pct"
"StdDev Sharpe (Rf=0%, p=95%):",0.481280796022182,0.504763987116158,0.245776058253509,0.243726289689444,0.458772390129596,0.508489562220085,0.511523011910898,0.271554275347874,0.247882295443917,0.459111623311928
"VaR Sharpe (Rf=0%, p=95%):",0.410345053496436,0.46636378333478,0.199267343848966,0.193393740137722,0.383819603908343,0.444002757171183,0.445119112910625,0.216784486955996,0.189624448685713,0.382025505895978
"ES Sharpe (Rf=0%, p=95%):",0.297495641567176,0.335870671200076,0.161465561141009,0.160571871983527,0.295498500484519,0.331287461350771,0.331801965599331,0.176768427580135,0.156692175504545,0.292783016594872
