"","top_10","top_10_alpha","bottom_10","bottom_10_alpha","benchmark_minus_20","top_10_pct","top_10_alpha_pct","bottom_10_pct","bottom_10_alpha_pct","benchmark_minus_20_pct"
"StdDev Sharpe (Rf=0%, p=95%):",0.0725066295788057,0.0778997206038035,0.0391910243342481,0.0323741425842095,0.0840803829302367,0.0713062491028742,0.0765204053663616,0.035708761646567,0.0311306718508754,0.084630527974313
"VaR Sharpe (Rf=0%, p=95%):",0.0450816435568617,0.0483279974133528,0.0245852240079321,0.0199729982986657,0.0516413760329141,0.044288615560507,0.0476134029045286,0.0224078225975163,0.0193024361290744,0.0520208585421715
"ES Sharpe (Rf=0%, p=95%):",0.0308243815533827,0.0331212983559791,0.0168965599400165,0.013631753286589,0.0325677649759793,0.0300814881754556,0.0326432686027106,0.0155371276639388,0.0133260033463099,0.0327867082966608
