"","Cumulative return","Annualized return","Annualized standard deviation","Annualized sharpe ratio","Monthly skewness","Monthly excess kurtosis","Value at risk","Expected shortfall","Max drawdown","Information Ratio: sp500"
"top_10_ratio",1.53001086122088,0.153503266112728,0.151141351825207,1.0156271877881,0.363360633440431,0.392789702919431,-0.0534841982913012,-0.0681460848370209,0.12987289630331,0.0312839301405965
"top_10_alpha",1.7744536721797,0.169987307488182,0.163032400791431,1.04265965944799,-0.0705092446159572,-0.081431737698189,-0.0636724791834218,-0.0833820388543532,0.1191556,0.170133478224958
"bot_10_ratio",0.48711975545126,0.0629547095330796,0.382487362640275,0.164592913863896,0.530110027351928,2.2102711615649,-0.14747420078143,-0.182067923584413,0.6949292357311,-0.25182387474769
"bot_10_alpha",0.351879244350988,0.047476509516913,0.3167001005778,0.149909991914417,0.118044961168605,1.97502411286888,-0.134711912023304,-0.188956637564883,0.635789470053426,-0.372181497712511
"bm_ex_ratio",1.72123469737478,0.16650626843864,0.118370435737678,1.406654181857,0.0622496872190487,0.15183950855316,-0.0416510649431843,-0.0559945930212729,0.125911564179239,0.285357617389208
"top_10_ratio_pct",1.70595093561051,0.165495917381127,0.0996249056831539,1.66119020385794,-0.138080253451396,-0.397725060116401,-0.0350928795315661,-0.0456919656427696,0.0918627443435616,0.37128553143315
"top_10_alpha_pct",1.93868575160757,0.180384671530449,0.124038157507801,1.45426758309518,0.0333512885255421,-0.0563097098984624,-0.043680288699263,-0.0578820609446215,0.0844612059923668,0.455317290264541
"bot_10_ratio_pct",1.41854256661073,0.145534746999591,0.144734253239566,1.00553078308768,0.143022843700638,0.0613133945646247,-0.0542902798321721,-0.0701609257997246,0.245574084325828,-0.0478022757068136
"bot_10_alpha_pct",1.06650887864231,0.118144784467774,0.22617523618891,0.5223595052161,0.299542032554135,1.10726024949429,-0.0882036672087488,-0.115323383559379,0.465260088262418,-0.177211108013319
"bm_ex_ratio_pct",1.87086410957933,0.176152084062426,0.122049805084499,1.44328033904249,0.000883112538101916,0.28932004556413,-0.0431492234395771,-0.0594078347729618,0.117934147652871,0.410380564307729
"sp500",1.47845249253277,0.149855240924013,0.0971685740003592,1.5422192047756,-0.293480426207042,0.265214432208906,-0.0358819308346168,-0.0506891146515081,0.0835849178357048,NA
"sp1500",1.48281756256856,0.150166568116696,0.0974867332053769,1.54037952836452,-0.304116827415894,0.182408420809972,-0.0361415125353163,-0.0505135179170862,0.0838258164852256,0.0486403691347419
"long_short_ratio",-0.257899255843367,-0.0448508130841825,0.358653437699575,-0.125053347799643,-0.790136142401704,2.36974112617001,-0.184260695058647,-0.292242858633546,0.696894828272803,-0.492900692624585
"long_short_ratio_pct",0.0629662150890651,0.00943862181804778,0.0745337741273515,0.126635500865964,-0.0172244371964119,0.067678713037894,-0.0342268737934872,-0.0435067395139593,0.152276354151106,-1.00232503838895
"long_short_alpha",0.265231215612037,0.0368560017304753,0.275508721887473,0.133774355592011,-0.471817240017311,1.60110544134893,-0.131447637453068,-0.198641184409999,0.424021892664295,-0.362071409477229
"long_short_alpha_pct",0.142644927109951,0.0207265942650312,0.183435592303911,0.112991126774852,-0.501182094998866,1.2204794559419,-0.0893690707302713,-0.129816649488484,0.319476732151199,-0.569918008191893
