"","model_name...Brown.Bw.avg_obs","model_name...Brown.Bw.missing_obs","model_name...Brown.Bw.n_obs","model_name...Brown.Bw.pct_missing_obs","model_name...Brown.Fw.avg_obs","model_name...Brown.Fw.missing_obs","model_name...Brown.Fw.n_obs","model_name...Brown.Fw.pct_missing_obs","model_name...Green.Bw.avg_obs","model_name...Green.Bw.missing_obs","model_name...Green.Bw.n_obs","model_name...Green.Bw.pct_missing_obs","model_name...Green.Fw.avg_obs","model_name...Green.Fw.missing_obs","model_name...Green.Fw.n_obs","model_name...Green.Fw.pct_missing_obs","model_name...Neutral.Bw.avg_obs","model_name...Neutral.Bw.missing_obs","model_name...Neutral.Bw.n_obs","model_name...Neutral.Bw.pct_missing_obs","model_name...Neutral.Fw.avg_obs","model_name...Neutral.Fw.missing_obs","model_name...Neutral.Fw.n_obs","model_name...Neutral.Fw.pct_missing_obs"
"Mean",35.6315651049393,6.03703703703704,238.222222222222,2.49621454011547,34.8067999300265,13.695652173913,188.086956521739,7.22052830157212,33.8199678897288,33.2962962962963,239.037037037037,13.0148490114698,33.9873504204784,21.9130434782609,187.391304347826,11.7354211242732,34.2910576170162,51.2962962962963,473.851851851852,9.59751931823527,33.9020468838247,44.2608695652174,372.782608695652,11.9015226725709
"Std.Dev",0.233259314074751,3.10683466769985,58.2232661223047,1.0699413158087,0.377513972496234,4.1607995583093,17.7146909845992,1.69665804664221,0.881545472857511,19.2470073893916,59.1266447040597,4.77469754066774,0.827269533649986,7.82137539333577,17.9765987541247,4.24164103828859,1.15382622197015,38.1301564632094,115.990617559453,5.3508071291622,0.369091113908182,8.31328286158717,34.9648609603454,2.18936039820567
"Min",35.1621621621622,0,179,0,33.9875518672199,7,178,3.76344086021505,32.3656957928803,12,179,6.66666666666667,32.6179775280899,10,177,5.49450549450549,32.3338735818476,14,355,3.85674931129477,33.0698324022346,32,351,8.79120879120879
"Q1",35.4827586206897,5,182,1.99335548172757,34.6033519553073,12,180,6.41711229946524,32.9868421052632,19,182,9.09090909090909,33.1016949152542,13,179,6.98924731182796,32.9756493506493,16,362,4.48179271708683,33.7035040431267,37,360,10.1369863013699
"Median",35.5714285714286,6,242,2.79329608938547,34.8763440860215,13,183,6.98924731182796,33.8469945355191,25,242,11.8918918918919,33.9725274725275,25,182,11.9834710743802,34.8539553752535,38,484,7.7079107505071,33.9666666666667,43,362,11.6216216216216
"Q3",35.8588235294118,8,305,3.24675324675325,35.0449438202247,16,186,8.69565217391304,34.731843575419,50,308,16.1812297734628,34.7675675675676,29,185,15.7303370786517,35.2727272727273,94,610,15.7718120805369,34.1785714285714,52,370,13.8810198300283
"Max",36,12,310,3.8961038961039,35.4516129032258,24,246,9.95850622406639,35,74,314,24.025974025974,35,31,245,17.3184357541899,35.5138888888889,112,617,18.1523500810373,34.5,59,487,16.4804469273743
"MAD",0.240040000000004,2.9652,90.4386,0.672295581513458,0.294329049508373,2.9652,4.4478,1.85697270471464,1.27526199309749,16.3086,91.9212,4.80843243243243,1.17872644490644,7.413,4.4478,6.38802488624756,0.879050011330285,32.6172,180.8772,4.87482030190625,0.31417,10.3782,7.413,2.44528546829378
"IQR",0.354607545936148,3,122.5,0.953822122257435,0.396620108282903,3.5,5,2.06834450608472,1.58353874090851,30,125,6.30476204824697,1.41875318609779,15.5,5.5,8.32156772946233,2.1595775502981,76.5,245.5,10.7303182812899,0.382752080319044,13.5,8.5,3.36169400743113
"CV",0.00654642346997035,0.514629055385865,0.244407367117884,0.428625544244768,0.0108459833496663,0.303804412194012,0.0941835165616696,0.234976995557624,0.0260658282033804,0.578052502239791,0.24735348729619,0.366865380955236,0.0243405126735485,0.356927845330799,0.0959308054164428,0.361439184275656,0.0336480208588722,0.743331570040906,0.244782450688232,0.557519808164978,0.0108869861213095,0.187824661902264,0.0937942386386685,0.183956327138832
"Skewness",0.0355879682544568,-0.225872113012844,0.157444857598155,-1.1112166799453,-0.531728272910207,0.952101620208393,2.63289325600153,-0.225262728891283,-0.144840733376448,0.647414771921434,0.159552516588521,0.631027545838982,-0.274370068412003,-0.243069401649282,2.60045322149453,-0.111466838416522,-0.450030396285231,0.400264507235761,0.159273171690358,0.365632243200321,-0.600757386672082,0.257272474218777,2.61927018099459,0.554138132180412
"SE.Skewness",0.447852016375307,0.447852016375307,0.447852016375307,0.447852016375307,0.48133666148028,0.48133666148028,0.48133666148028,0.48133666148028,0.447852016375307,0.447852016375307,0.447852016375307,0.447852016375307,0.48133666148028,0.48133666148028,0.48133666148028,0.48133666148028,0.447852016375307,0.447852016375307,0.447852016375307,0.447852016375307,0.48133666148028,0.48133666148028,0.48133666148028,0.48133666148028
"Kurtosis",-0.982381146946213,-0.753181348699697,-1.88454239197181,-0.121816689898222,-0.294250340023413,0.858088335714166,5.44811570573009,-0.86000798630765,-1.48740159383145,-1.03833878817717,-1.88701041276247,-0.578740213055541,-1.47586260866218,-1.73693041998764,5.31179759041982,-1.66967156711438,-1.55778660454196,-1.70809320162,-1.87828637003264,-1.69145285919425,-0.0984989097814655,-1.36567927924294,5.40568619029867,-0.902899932911966
"N.Valid",27,27,27,27,23,23,23,23,27,27,27,27,23,23,23,23,27,27,27,27,23,23,23,23
"Pct.Valid",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
